type,name_of_the_university,address,zip,state,status,url
State,Hindi University,"37/2 Bhairab Dutta Lane, Nandibagan, Salkia, Pilkhana More, Howrah",711106,West Bengal,2(f),https://www.hindiuniv.ac.in
State,Hyderabad (SIND) National Collegiate University,"D. M. Harish Building, 47, Dr R G Thadani Marg,  Worli",400018,Maharashtra,2(f),https://www.hsncu.edu.in
State,I.K. Gujaral Punjab Technical University,"Jalandhar - Kapurthala Highway, VPO - Ibban, Kapurthala",144603,Punjab,2(f),https://ptu.ac.in
State,Indian Institute of Teacher Education,"Kh Road, Sector 15,   Nr. Mahatma Mandir, G-4, Sector-15, Gandhinagar",382016,Gujarat,2(f) & 12(B),https://www.iite.ac.in
State,Indira Gandhi Delhi Technical University for Women,Kashmere Gate,110006,Delhi,2(f) & 12(B),http://www.igdtuw.ac.in
State,Indira Gandhi Krishi Vishwavidyalaya,"Krishak Nagar, Raipur,",492012,Chhattisgarh,2(f) & 12(B),https://igkv.ac.in
State,Indira Gandhi University,"Meerpur, Rewari,",122502,Haryana,2(f) & 12(B),https://www.igu.ac.in
State,Indira Kala Sangeet Vishwavidyalaya,Khairagarh,491881,Chhattisgarh,2(f) & 12(B),http://www.iksv.ac.in
State,Indraprastha Institute of Information Technology,"Near Govindpuri Metro Station, Okhala Industrial Estate Phase-III, New Delhi",110020,Delhi,2(f) & 12(B),http://www.iiitd.ac.in
State,Institute of Infrastructure Technology Research and Management,"Near Khokhra Circle, Maninagar (East), Ahmedabad-380 026, Gujarat, IndiaManinagar (East), Ahmedabad, Gujarat",380026,Gujarat,2(f),http://iitram.ac.in
State,International Institute of Information Technology,"Plot No.-7, Sector 24,Near Purkhoti, Muktangan,Naya Raipur",493661,Chhattisgarh,2(f),https://www.iiitnr.ac.in
State,International Institute of Information Technology (IIIT),"Gothapatana, P.O-Malipada, Bhubaneswar",751029,Odisha,2(f),https://www.iiit-bh.ac.in
State,Islamic University of Sciences & Technology University,"1, University Avenue,Awantipora,Pulwama",192 122,Jammu and Kashmir,2(f) & 12(B),http://www.islamicuniversity.edu.in
State,"J. C. Bose University of Science & Technology, YMCA",FaridabadSector-6,121006,Haryana,2(f) & 12(B),https://www.jcboseust.ac.in
State,Jadavpur University,"188, Raja S. C. Mallik Road, Jadavpur, KolkataKolkatta,PIN - 700 032.",700032,West Bengal,2(f) & 12(B),https://www.jadavpuruniversity.in
State,Jagadguru Ramanandacharya Sanskrit University,"Bhankrota - Muhana Link Road, Madau, JaipurJaipur-302026",302026,Rajasthan,2(f) & 12(B),http://www.jrrsanskrituniversity.ac.in
State,Jagadguru Rambhadracharya Divyang State University,Chitrakoot,210204,Uttar Pradesh,2(f),http://www.jrdu.ac.in
State,Jagannath Barooah University,"Barpatra Ali, Jorhat,",785001,Assam,2(f),https://jbu.ac.in
State,Jagat Guru Nanak Dev Punjab State Open University,"C/28 Lower Mall, Patiala",147001,Punjab,2(f),https://psou.ac.in
State,Jai Narain Vyas University,"Residency Road, Jodhpur (Rajasthan)PIN - 342 001.(RAJASTHAN",342011,Rajasthan,2(f) & 12(B),http://www.jnvu.co.in
State,Jai Prakash University,"Rahul Sankrityayan Nagar, Chapra",841302,Bihar,2(f) & 12(B),https://jpv.ac.in
State,Jammu University,Baba Saheb Ambedkar Road Jammu Tawi (J&K)Jammu Tawi - 180 004.,180006,Jammu and Kashmir,2(f) & 12(B),http://www.jammuuniversity.ac.in
State,Jananayak Chandrashekhar University,Ballia,277001,Uttar Pradesh,2(f),https://jncu.ac.in
State,Jawaharlal Nehru Architecture and Fine Arts University,"Masab Tank, HyderabadMasab Tank,Hyderabad",500028,Telangana,2(f) & 12(B),http://jnafau.ac.in
State,Jawaharlal Nehru Krishi Vishwavidyalaya,"Krishinagar, Jabalpur,",482004,Madhya Pradesh,2(f) & 12(B),http://www.jnkvv.nic.in
State,Jawaharlal Nehru Technological University,KukatpallyHyderabad - 500 085.Andhra Pradesh,,Telangana,2(f) & 12(B),http://www.jntuh.ac.in
State,Jawaharlal Nehru Technological University,"Gurajada, Vizianagram, Dwarapudi",535003,Andhra Pradesh,2(f),https://jntukucev.ac.in
State,Jawaharlal Nehru Technological University (Anantapur),"JNTU Anantapur, Ananthapuramu, Andhra PradeshAndhra Pradesh -515002",515002,Andhra Pradesh,2(f) & 12(B),http://www.jntua.ac.in
State,Jawaharlal Nehru Technological University (Kainada),"Pitapuram Road, JNTU Kakinada, Kainada, Dist. East Godavari",533003,Andhra Pradesh,2(f) & 12(B),http://www.jntuk.edu.in
State,Jharkhand State Open University,"Kanke, Ranchi",834006,Jharkhand,2(f),https://jharkhanduniversities.nic.in/jsou/home
State,Jiwaji University,GwaliorPIN - 474 001. (MP),,Madhya Pradesh,2(f) & 12(B),http://www.jiwaji.edu
State,Junagarh Agricultural University,Junagarh,362 001,Gujarat,2(f),http://www.jau.in
State,Kakatiya University,"Kakatiya University,Warangal, Vidyaranyapuri,PIN - 506 009.",,Telangana,2(f) & 12(B),http://www.kakatiya.ac.in
State,Kalahandi University,"Manikya Vihar, Bhawanipatna, Dist.-Kalahandi",766001,Odisha,2(f),https://kalahandiuniversity.ac.in
State,Kaloji Narayana Rao University of Health Sciences,"Kakatiya Medical College Campus, Rangampet, Warangal (U)",506007,Telangana,2(f),https://knruhs.telangana.gov.in
State,Kalyani University,Kalyani,,West Bengal,2(f) & 12(B),http://www.klyuniv.ac.in
State,Kamdhenu University,"B-1 Wing, 4th Floor, Karmayogi Bhavan, Sector 10A Gandhinagar GujaratSector 10 A, Block B,Podium Level, Gandhinagar",382410,Gujarat,2(f),https://www.kamdhenuuni.edu.in
State,Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya,"Kameshwar Nagar, Darbhanga",846008,Bihar,2(f) & 12(B),http://www.ksdsu.edu.in
State,Kannada University,"Vidyaranya, Hosapete Taluk, Bellary Dist., KARNATAKAHampi (Dt. Bellary) 583276",583276,Karnataka,2(f) & 12(B),http://www.kannadauniversity.org
State,Kannur University,MangattuparambaDistt- Kannur,670 567,Kerala,2(f) & 12(B),http://www.kannuruiversity.ac.in
State,Kanyashree University,"Krishnanagar,Nadia",,West Bengal,2(f),https://www.kanyashreeuniversity.in
State,Karmaveer Bhaurao Patil University,"Powai Naka, Satara",415001,Maharashtra,2(f),https://www.unikbp.ac.in
State,Karnatak  University,"Karnatak University,Pavate Nagar, Dharwad",580003,Karnataka,2(f) & 12(B),http://www.kud.ac.in
State,Karnataka  State Law University,"Navanagar, Hubli-580025Karnataka",,Karnataka,2(f) & 12(B),https://kslu.karnataka.gov.in
State,Karnataka  State Open University,ManasangangotriMysore-570006,,Karnataka,2(f) & 12(B),https://ksoumysuru.ac.in
State,Karnataka Folklore University,"Gotagodi, Shiggavi Taluk, Haveri District,  Vijayanagar, Banglore",581205,Karnataka,2(f),https://www.janapadauniversity.ac.in
State,Karnataka Samskrit University,"Sri Chamarajendra Sanskrit College campus,Pampa Mahakavi Road,ChamarajpetBangalore",580018,Karnataka,2(f) & 12(B),http://www.ksu.ac.in
State,"Karnataka State Akkamahadevi Women University (Formerly """"Karnataka State Women's University)","Jnanashakthi Campus, Athani Road, Toravi, Vijayapura,",586108,Karnataka,2(f) & 12(B),http://www.kswu.ac.in
State,"Karnataka Veterinary, Animal & Fisheries Science University","NandinagarPB No.6,Bidar-585401(Karnataka",585226,Karnataka,2(f),https://www.kvafsu.edu.in
State,Kashmir University,"Hazratbal, SrinagarPIN - 190 006. (J & K)",190006,Jammu and Kashmir,2(f) & 12(B),https://www.uok.edu.in
State,"Kaushal Vidya Entrepreneurship , Digital and Skill University","Opposite Women's College Science Block, Nagratoli, Ranchi",834001,Jharkhand,2(f),https://jhkaushalvedskill.university
State,Kavayitri Bahinabai Chadhari North Maharashtra University,"UmavinagarP.B.No.80, Jalgaon",425001,Maharashtra,2(f) & 12(B),http://www.nmu.ac.in
State,Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya,"Administration Building, Mouda Road, Ramtek, Dist. Nagpur Ramtek-441106,Dist. NagpurMaharashtra",441106,Maharashtra,2(f) & 12(B),"http://www.sanskrituni.digitaluniversity.ac,"
State,Kazi Nazrul University,"Nazrul Road, Kalla Bypass MorePO – Kalla, C. H., P. s. Asansol (North)Dist. Paschim Bardhman",713 304,West Bengal,2(f) & 12(B),http://www.knu.ac.in
State,Keladi Shivappa Nayaka University of Agriculture and Horticultural Sciences,"Shivamogga, Iruvakki, Sagara Taluk, Shivamogga District",577412,Karnataka,2(f),https://uahs.edu.in/?lang=en
State,Kerala Agricultural Unviersity,"Kerala Agricultural University KAU Main Campus KAU P.O., Vellanikkara, Thrissur, Kerala, 680656Thrissur - 680 654.",680656,Kerala,2(f) & 12(B),http://www.kau.edu
State,Kerala University,Thiruvananthapuram - 695 0,,Kerala,2(f) & 12(B),http://www.keralauniversity.edu
State,Kerala University of Digital Sciences Innovation and Technology,"Technology CampusKuracode, MangalapurammThonnakkal P.O., Thiruvananthapuram",695317,Kerala,2(f),https://duk.ac.in
State,Kerala University of Fisheries & Ocean Studies,"Panangad P.O, Kochi Kochi",682506,Kerala,2(f) & 12(B),https://www.ugc.gov.in/universitydetails/www.kufos.ac.in
State,Kerala University of Health Sciences,Trissur,680596,Kerala,2(f),http://www.kuhs.ac.in
State,Kerala Veterinary & Animal Sciences University,"Kerala Veterinary and Animal Sciences University, Pookode, Wayanad, KeralaWayanad",673576,Kerala,2(f),https://www.kvasu.ac.in
State,Khallikote Unitary University,"Sundar Nagar, Ganjam, Berhampur",760001,Odisha,2(f),https://kuu.ac.in
State,Khangchendzonga State University (Formerly Sikkim State University),"Nar Bahadur Bhandari Government College Complex, PO Tadong, Gangtok, East Sikkim",737102,Sikkim,2(f),https://www.ksus.ac.in
State,Khwaja Moinuddin Chishti Language University,"Sitapur - Hardoi Bypass Road,Near I.I.M.Lucknow",226013,Uttar Pradesh,2(f) & 12(B),https://kmclu.ac.in
State,King Georges Medical University,"King George Medical University, Shahmeena Road Chowk, Lucknow,",226003,Uttar Pradesh,2(f) & 12(B),http://www.kgmcindia.edu
State,Kodagu University,"Chikka Aluvara, Kushalnagar",571232,Karnataka,2(f),https://kuk.karnataka.gov.in/en
State,Kokrajhar University,"Kokrajhar, BTR,",783370,Assam,2(f),https://kokrajharuniversity.ac.in
State,Kolhan University,"NH-75, WEST SINGHBHUM, JHARKHANDWest Singhbhum, Jharkhand",833202,Jharkhand,2(f),https://www.ugc.gov.in/universitydetails/www.kalhanuniversity.in
State,Konkan Krishi Vidyapeeth,"Dapoli, Tal: Dapoli, Dist. RatnagiriDistrict Ratnagiri",415712,Maharashtra,2(f) & 12(B),http://www.dbskkv.org
State,Koppal University,"Government Engineering College, Talakala, Dist. Koppal",583231,Karnataka,2(f),https://universitysolutions.in/kop/index.php
State,Krantiguru Shyamji Krishna Verma Kachchh University,"Mundra road bhuj kachchhBhuj-Kachchh, Gujarat",370001,Gujarat,2(f) & 12(B),http://kskvku.digitaluniversity.ac
State,Krantisurya Tantya Bhil Vishwavidyalaya,"Khargone, Bistant Road, Khargone",451001,Madhya Pradesh,2(f),http://ktbuniv.ac.in
State,Krantivir Tatya Tope Vishwavidyalaya,"Guna, Ladli Laxmi Path Jaganpura Chak, Guna",473001,Madhya Pradesh,2(f),https://kttv.edu.in
State,Krishna Kanta Handiqui State Open University,"Resham Nagar,Khanapara, Kamrup(M),Guwahati",781022,Assam,2(f),http://www.kkhsou.in
State,Krishna University,"Andhra JateeyaKalasala, Campus, RajupetaMachllipatanam",521001,Andhra Pradesh,2(f) & 12(B),http://www.kru.ac.in
State,KSGH Music and Performing Arts University,"Jlb road, Ashoka Circle, Lakshmipura, Mysuru-04Near Ashoka CircleLadshmipuram, Mysore",570004,Karnataka,2(f),http://www.musicuniversity.ac.in
State,Kumar Bhaskar Varma Sanskrit & Ancient Studies University,"NAMATI, HATI NAMATI, NALBARI, ASSAM-781337, INDIAP.O.- Hati NamatiDist-Nalbari,Assam",781337,Assam,2(f) & 12(B),http://www.kbvsasun.ac.in
State,Kumaun University,"Sleepy Hallow,Mallital,Nainital",263001,Uttarakhand,2(f) & 12(B),http://www.kunainital.ac.in
State,Kurukshetra University,KurukshetraPIN - 136 119  (HARYANA),136119,Haryana,2(f) & 12(B),http://www.kuk.ac.in
State,Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya,"At: Kathadih, Po: Sunder Nagar, Raipur",492013,Chhattisgarh,2(f),http://www.ktujm.ac.in
State,Kuvempu University,"Jnanasahyadri, Shankaraghatta, Shivamogga, KarnatakaPIN -577 451. KARNATAKA.",577451,Karnataka,2(f) & 12(B),http://www.kuvempu.ac.in/eng/index.php
State,Lala Lajpat Rai University of Veterinary & Animal Sciences,CCSHAU Campus,125004,Haryana,2(f) & 12(B),https://www.luvas.edu.in
State,Lalit Narayan Mithila University,Darbhanga,846008,Bihar,2(f) & 12(B),https://lnmu.ac.in
State,Laxminarayan Innovation Technological (LIT) University,"LITU Campus, Amaravati Road, Nagpur",440033,Maharashtra,2(f),https://litu.edu.in
State,M.B.M. University,"Ratanada, Jodhpur",342011,Rajasthan,2(f),https://www.mbm.ac.in
State,M.P.Bhoj (open) University,"Kolar Road BhopalKolar Road,Bhopal",462016,Madhya Pradesh,2(f) & 12(B),http://www.bhojvirtualuniversity.com
State,Maa Pateswari University,"Ghughulpur, Balrampur, UP",271201,Uttar Pradesh,2(f),https://mpublp.ac.in
State,Maa Vindhyavasini University,"Visundarpur, Mirzapur, UP",231001,Uttar Pradesh,2(f),https://mvvu.ac.in
State,Madan Mohan Malaviya University of Technology,Deoria Road Gorakhpur,273010,Uttar Pradesh,2(f) & 12(B),http://www.mmmut.ac.in
State,Madhabdev University,"Narayanpur, PO: Dikrong, Lakhimpur, AssamNarayanpur,Lakhimpur",784164,Assam,2(f),https://madhabdevuniversity.ac.in
State,Madhusudan Law University,"Station Road, Cuttack",750003,Odisha,2(f),https://mlu.ac.in
State,Madhya Pradesh Medical Science University,"NSCB Medical College Campus, Bhedaghat Road, Jabalpur",482003,Madhya Pradesh,2(f),https://mpmsu.edu.in
State,Madras University,ChepaukChennai,,Tamil Nadu,2(f) & 12(B),http://www.unom.ac.in
State,Madurai Kamraj University,"Palkainagar,Madurai-625 021.(T.N.).",,Tamil Nadu,2(f) & 12(B),https://mkuniversity.ac.in
State,Magadh University,Bodh Gaya,824234,Bihar,2(f) & 12(B),http://www.magadhuniversity.ac.in
State,Maharahtra University of Health Sciences,"Vani Dindori Road, Mhasrul, NashikNashik-422 005",422004,Maharashtra,2(f),http://www.muhsnashik.com
State,Maharaja Bir Bikram University,AgartalaTripura,,Tripura,2(f) & 12(B),https://mbbuniversity.ac.in
State,Maharaja Chhatrasal Bundelkhand Vishwavidyalaya,"Police Lines Road, Panna Road, Chhatarpur",471001,Madhya Pradesh,2(f) & 12(B),https://mcbu.ac.in
State,Maharaja Ganga Singh University,"NH-15, Jaisalmer Road, Bikaner",334004,Rajasthan,2(f) & 12(B),https://mgsubikaner.ac.in
State,Maharaja Krishnakumarsinji Bhavnagar University,"S.V. Patel Campus, Gaurishanker Lake Road, Bhavnagar",364001,Gujarat,2(f) & 12(B),https://www.mkbhavuni.edu.in/mkbhavuniweb
State,Maharaja Ranjit Singh Punjab Technical University,"Dabwali Rd, Lal Singh Nagar, Bathinda",151001,Punjab,2(f) & 12(B),https://mrsptu.ac.in
State,Maharaja Sayajirao University of Baroda,"Head Office, Maharaja Fatehsinghrao Gaekwad Road,Fatehgunj,Vadodara",390002,Gujarat,2(f) & 12(B),https://www.msubaroda.ac.in
State,Maharaja Sriram Chandra Bhanja Deo University(Earlier North Orissa University),"Sriram Chandra Vihar, Takatpur, Baripada, Bhuabaneswar",757003,Odisha,2(f) & 12(B),http://www.nou.nic.in
State,Maharaja Suhel Dev State University,"Raidopur, Azamgarh",276001,Uttar Pradesh,2(f),https://msdsu.ac.in
State,Maharaja Surajmal Brij University,"Chak Sakitara, Kumher, Bharatpur",321201,Rajasthan,2(f),https://msbrijuniversity.ac.in
State,Maharana Partap Horticultural University,Karnal,132001,Haryana,2(f),https://www.mhu.ac.in
State,Maharana Pratap University of Agriculture & Technology,"Maharana Pratap University of Agriculture & Technology, Udaipur 313001Udaipur-313001",313001,Rajasthan,2(f),http://www.mpuat.ac.in
State,Maharani Cluster University,Palace Road Bangalore Bengaluru,560001,Karnataka,2(f),https://mcu.karnataka.gov.in/english
State,Maharashtra Animal & Fishery Sciences University,"Futala Lake Road, NagpurSeminary Hills, Nagpur-440 006",440001,Maharashtra,2(f),http://www.mafsu.in
State,"Maharashtra National Law University, Aurangabad","Paithan Road, Kanchanwadi, Aurangabad",431005,Maharashtra,2(f),https://www.mnlua.ac.in
State,"Maharashtra National Law University, Mumbai","CETTM MTNL Building, Hiranandani Gardens, Powai, Mumbai",400076,Maharashtra,2(f),https://mnlumumbai.edu.in
State,"Maharashtra National Law University, Nagpur","Training Institute(JOTI), Civil Lines,  C P Club Road, Nagpur",440001,Maharashtra,2(f) & 12(B),https://www.nlunagpur.ac.in
State,Maharashtra State Skills University,"1st, Floor, Elphinstone Technical High School3, Mahapalika Marg, Metro ChowkMumbai",400001,Maharashtra,2(f),https://mssu.ac.in
State,Maharishi Balmiki Sanskrit University,"Mundri,Kaithal",136027,Haryana,2(f),https://www.mvsu.ac.in/
State,Maharshi Dayanand Saraswati University,Pushkar Bye PassAjmer,305001,Rajasthan,2(f) & 12(B),http://mdsuajmer.ac.in
State,Maharshi Dayanand University,Rohtak,124001,Haryana,2(f) & 12(B),https://www.mdurohtak.ac.in
State,Maharshi Panini Sanskrit Evam Vedic Vishwavidyalaya,"Dewas Road, Ujjain,  Madhya Pradesh",456010,Madhya Pradesh,2(f),http://http//mpsvvujjain.org
State,Mahatam Gandhi Kashi Vidyapeeth,Varanasi-221 002 (U.P),,Uttar Pradesh,2(f) & 12(B),http://www.mgkvp.ac.in
State,Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,ChitrakootDistrict Satna,485334,Madhya Pradesh,2(f) & 12(B),https://gramodayachitrakoot.ac.in
State,Mahatma Gandhi Rural Development and Panchayat Raj University,"Raitha Bhavana, General Cariappa Circle, Gadag, Karnataka- 582101Regional Office:- Grameenabhivruddhi Bhavan, Ananda Rao Circle,Bengaluru-560009",582101,Karnataka,2(f),https://ksrdpru.ac.in
State,Mahatma Gandhi Udyanikee and Vanikee Vishwavidyalaya,Sankra-PatanDistrict- Durg,491111,Chhattisgarh,2(f),https://mguvv.ac.in
State,Mahatma Gandhi University,"Mahishadal, Purba Medinipur",721628,West Bengal,2(f),https://www.mguwb.org.in
State,Mahatma Gandhi University,"Post. Yellareddygudem Panagal, Nalgonda",508 254,Telangana,2(f) & 12(B),http://www.mguniversity.ac.in
State,Mahatma Gandhi Unversity,"Kottayam,PIN - 686 560. (KERALA).",,Kerala,2(f) & 12(B),http://www.mgu.ac.in
State,Mahatma Jyotiba Phule Rohilkhand University,"Doli Lal Agarwal Marg,Bareilly",,Uttar Pradesh,2(f) & 12(B),https://www.mjpru.ac.in
State,Mahatma Phule Krishi Vidyapeeth,RahuriDt.Ahmednagar - 413 722.,,Maharashtra,2(f) & 12(B),http://www.mpkv.mah.nic.in
State,Major Dhyanchand Sports University,"Salawa, Meerut, UP",250342,Uttar Pradesh,2(f),https://www.sportsuniup.com
State,Majuli University of Culture,"Patharichuk N.C,Majuli",787054,Assam,2(f),https://www.muoc.ac.in
State,Makhanlal Chaturvedi National University of Journalism & Communication,"B-38, Vikas Bhavan, Press Complex, MP Nagar, Zone-1Bhopal",462 011,Madhya Pradesh,2(f) & 12(B),http://www.mcu.ac.in
State,Mandya University,"M.C. Road,Mandya",571401,Karnataka,2(f),https://www.mandyauniversity.ac.in
State,Mangalore University,Mangalore University Mangalagangotri Karnataka State IndiaMangalore - 574 199.,574199,Karnataka,2(f) & 12(B),http://www.mangaloreuniversity.ac.in
State,Manipur Technical University,"Takyelpat, Imphal, Manipur",795004,Manipur,2(f),http://www.mtu.ac.in
State,Manipur University of Culture,"Palace Compound, Imphal East, Manipur",795001,Manipur,2(f),http://www.muc.ac.in
State,Manonmaniam Sundarnar University,Tirunelvelli - 627 008.,,Tamil Nadu,2(f) & 12(B),https://www.msuniv.ac.in
State,Marathwada Agricultural University,"Basmat Road, Parbhani",431402,Maharashtra,2(f) & 12(B),https://www.vnmkv.ac.in
State,Maulana Abul Kalam Azad University of Technology,"BF-142, Sector-1, Salt Lake city,Sector-I, Kolkata",700064,West Bengal,2(f) & 12(B),https://makautwb.ac.in
State,Maulana Mazharul Haque Arabic & Persian University,"3 Polo Road, Patna",800001,Bihar,2(f),http://mmhapu.bih.nic.in
State,Mohanlal Sukhadia University,Udaipur,313 001,Rajasthan,2(f) & 12(B),http://www.mlsu.ac.in
State,Mother Teresa Women's University,"Registrar, Mother Teresa Women's University, Attuvampatty, Kodaikanal.T.N. - 624 101.",624101,Tamil Nadu,2(f) & 12(B),https://www.motherteresawomenuniv.ac.in
State,Mumbai University,"M.G. Road, Fort, Mumbai Mumbai - 400 032.",400032,Maharashtra,2(f) & 12(B),http://www.mu.ac.in
State,Munger University,Munger,811201,Bihar,2(f),https://www.mungeruniversity.ac.in
State,Mysore University,"Manasagangotri, Mysuru,  KarnatakaMysore - 570 005.",570006,Karnataka,2(f) & 12(B),https://www.uni-mysore.ac.in
State,Nagaon University,"Old A.T. Road, Nagaon,",782001,Assam,2(f),https://www.nowgongcollege.edu.in
State,Nalanda Open University,"Biscomum Bhawan, West, Gandhi Maidan,  Patna",800001,Bihar,2(f),"http://www.nalandaopenuniversity.com,"
State,Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidyalaya,"Adhartal, Jabalpur-482004, Madhya PradeshJabalpur",482004,Madhya Pradesh,2(f),http://www.ndvsu.org
State,National Academy of Legal Studies & Research University,"Justice City, Shameerpet, Medchal District, Telangana State, India",500101,Telangana,2(f) & 12(B),http://nalsar.ac.in
State,National Law Institute University,"Kerwa Dam Road, BhopalBarkeri KalanBhopal",462044,Madhya Pradesh,2(f) & 12(B),http://www.nliu.ac.in
State,National law School of India University,"Nagarbhavi, BengaluruBangalore - 560 072.",560072,Karnataka,2(f) & 12(B),http://www.nls.ac.in
State,National Law University,"NH-65, Nagour Road MandoreJodhpur",342304,Rajasthan,2(f) & 12(B),http://www.nlujodhpur.ac.in
State,National Law University,"Kathajodi Campus, Sec – 13, Cuttack",753015,Odisha,2(f) & 12(B),http://www.nluo.ac.in
State,National Law University,"Sector-14, Dwarka",110078,Delhi,2(f) & 12(B),http://nludelhi.ac.in
State,National Law University and Judicial Academy,"Hajo Road, Amingaon, Kamrup (Rural), AssamBholanath Mandir Parh, UlubariGuwahati",781031,Assam,2(f) & 12(B),http://www.nluassam.ac.in
State,National Law University Tripura,"Narsingarh,Tripura",799 009,Tripura,2(f),https://www.nlutripura.ac.in
State,National University of Advanced Legal Studies (NUALS),"HMT Colony P.O., Kalamassery, KochiKochi-682017, Kerala",683503,Kerala,2(f) & 12(B),http://www.nuals.ac.in
State,National University of Study & Research in Law,"P.O. Bukru, Kanke Pithoria Road, Kanke - Nagari, Kanke, BIT Mesra,Ranchi",834006,Jharkhand,2(f) & 12(B),https://nusrlranchi.ac.in
State,Navsari Agriculture University,"Navsari Agricultural University, Eru Char Rasta, Dandi Road, Navsari – 396 450 (Gujarat) INDIA",396450,Gujarat,2(f),https://nau.in
State,Netaji Subhas Open University,"DD-26, Salt Lake, Sector-1, Kolkata",700064,West Bengal,2(f) & 12(B),https://www.wbnsou.ac.in
State,Netaji Subhas University of Technology,"Sector 3, Dwarka",110078,Delhi,2(f) & 12(B),https://www.nsut.ac.in
State,Nilamber-Pitamber University,"Madininager, Palamu-822101Jharkhand",,Jharkhand,2(f),http://www.npu.ac.in
State,Nizam's Institute of Medical Sciences,"Punjagutta, Hyderabad",500082,Telangana,2(f),http://www.nims.edu.in
State,North Lakhimpur University,"P.O. KhelmatiLakhimpur,",787031,Assam,2(f),https://nlc.ac.in
State,Nrupathunga University,"Nrupathunga Road, Bengaluru,",,Karnataka,2(f),http://www.nrupathungauniversityblr.ac.in/index.php
State,Odia University,"Satyabdi, Puri",752014,Odisha,2(f),https://odiauniversity.ac.in
State,Odisha State Open University,"G.M. University Campus, Budharaja, Sambalpur",768004,Odisha,2(f),https://www.osou.ac.in
State,Odisha University Of Agriculture & Technology,"Surya Nagar, Bhubaneswar",751003,Odisha,2(f) & 12(B),https://ouat.ac.in
State,Odisha University of Health Sciences,"Sishu Bhawan Square, Bhubaneswar",751009,Odisha,2(f),https://www.ouhs.ac.in
